Estado,Sector ,Tipo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Tamaulipas,Secundaria, PRIVADO,"11,096","11,717","11,829","11,284","10,884","11,062","11,596","12,111","12,396","11,988","11,856","11,711","12,372","13,673","14,654","15,048","15,133","15,651","16,433","17,412","16,957","16,690","17,827","18,494","18,672"
Tamaulipas,Bachillerato, TOTAL,"66,226","74,780","78,951","85,852","88,855","92,407","95,069","94,796","95,754","102,497","108,414","108,395","110,687","123,590","127,430","135,544","140,995","143,692","140,465","139,028","133,858","126,328","135,651","140,714","142,084"
Tamaulipas,Bachillerato, P�BLICO,"53,152","54,812","57,825","63,476","66,206","69,405","72,097","73,291","75,369","81,126","83,815","84,628","84,986","90,376","94,027","98,588","101,172","101,041","100,139","98,882","99,699","95,107","101,331","105,940","106,972"
Tamaulipas,Bachillerato, PRIVADO,"13,074","19,968","21,126","22,376","22,649","23,002","22,972","21,505","20,385","21,371","24,599","23,767","25,701","33,214","33,403","36,956","39,823","42,651","40,326","40,146","34,159","31,221","34,320","34,774","35,112"
Tlaxcala,Preescolar, TOTAL,"35,407","35,191","38,727","37,374","42,274","42,969","51,880","50,927","52,339","51,816","51,357","51,579","52,109","52,311","51,442","51,139","52,982","53,223","55,492","51,985","48,862","48,413","49,545","48,054","48,526"
Tlaxcala,Preescolar, P�BLICO,"31,303","30,899","33,742","32,227","35,914","36,450","44,224","43,591","44,763","44,526","44,327","44,231","44,631","44,847","43,949","43,546","44,725","44,862","43,885","43,285","43,327","43,130","42,896","41,456","41,898"
Tlaxcala,Preescolar, PRIVADO,"4,104","4,292","4,985","5,147","6,360","6,519","7,656","7,336","7,576","7,290","7,030","7,348","7,478","7,464","7,493","7,593","8,257","8,361","11,607","8,700","5,535","5,283","6,649","6,598","6,628"
Tlaxcala,Primaria  , TOTAL,"147,068","151,509","153,731","158,056","158,422","158,714","156,575","158,382","158,216","156,082","156,839","157,083","157,911","156,340","155,919","155,152","153,875","152,878","153,506","152,880","151,693","149,011","148,306","147,740","146,509"
Tlaxcala,Primaria, P�BLICO,"137,042","140,504","141,959","145,490","145,696","145,971","143,847","145,700","145,408","143,394","144,095","144,073","144,513","142,744","141,971","141,022","139,302","137,999","138,116","137,664","138,758","135,873","134,300","133,223","131,929"
Tlaxcala,Primaria, PRIVADO,"10,026","11,005","11,772","12,566","12,726","12,743","12,728","12,682","12,808","12,688","12,744","13,010","13,398","13,596","13,948","14,130","14,573","14,879","15,390","15,216","12,935","13,138","14,006","14,517","14,580"
Tlaxcala,Secundaria, TOTAL,"57,942","56,975","59,536","62,418","65,521","66,206","67,504","69,537","71,152","73,840","74,036","73,633","70,594","73,668","75,182","77,320","76,154","75,837","75,081","74,396","74,758","73,521","73,418","73,763","74,650"
Tlaxcala,Secundaria, P�BLICO,"54,988","53,898","56,342","59,029","62,139","62,830","64,026","65,928","67,220","69,765","69,830","69,345","66,143","69,048","70,453","72,355","70,956","70,530","69,612","69,020","69,787","68,534","68,058","68,197","68,993"
Tlaxcala,Secundaria, PRIVADO,"2,954","3,077","3,194","3,389","3,382","3,376","3,478","3,609","3,932","4,075","4,206","4,288","4,451","4,620","4,729","4,965","5,198","5,307","5,469","5,376","4,971","4,987","5,360","5,566","5,657"
Tlaxcala,Bachillerato, TOTAL,"30,550","32,088","33,764","34,237","34,534","35,952","37,111","39,416","39,541","41,520","43,710","45,725","48,300","52,492","53,837","53,107","54,953","55,968","57,529","56,114","56,628","55,986","58,077","60,215","61,138"
Tlaxcala,Bachillerato, P�BLICO,"26,270","27,515","29,297","29,703","29,961","31,468","32,622","34,524","34,766","36,572","38,703","40,524","43,040","46,791","48,216","47,450","49,002","49,977","51,357","50,131","51,326","51,020","52,995","54,852","55,690"
Tlaxcala,Bachillerato, PRIVADO,"4,280","4,573","4,467","4,534","4,573","4,484","4,489","4,892","4,775","4,948","5,007","5,201","5,260","5,701","5,621","5,657","5,951","5,991","6,172","5,983","5,302","4,966","5,082","5,363","5,448"
Veracruz,Preescolar, TOTAL,"215,011","214,449","225,521","215,642","258,453","277,295","280,007","262,497","260,442","260,757","262,990","263,747","270,045","271,563","270,853","269,988","280,943","270,315","263,386","256,950","227,888","210,791","220,495","214,518","210,973"
Veracruz,Preescolar, P�BLICO,"204,536","203,795","214,786","204,534","242,462","252,698","253,252","236,700","234,870","234,898","236,335","236,880","242,483","242,505","241,711","240,797","251,466","241,390","234,839","228,630","210,842","194,301","199,112","192,737","189,215"
Veracruz,Preescolar, PRIVADO,"10,475","10,654","10,735","11,108","15,991","24,597","26,755","25,797","25,572","25,859","26,655","26,867","27,562","29,058","29,142","29,191","29,477","28,925","28,547","28,320","17,046","16,490","21,383","21,781","21,758"
Veracruz,Primaria  , TOTAL,"1,066,540","1,067,932","1,068,103","1,053,614","1,037,072","1,020,623","1,024,723","1,024,404","1,015,453","1,013,854","1,009,869","996,641","975,697","947,874","924,851","901,785","879,332","859,418","848,238","834,274","825,771","805,325","788,898","761,275","735,867"
Veracruz,Primaria, P�BLICO,"1,026,604","1,026,860","1,025,885","1,011,148","994,754","978,272","981,217","980,346","970,117","967,776","962,623","948,858","926,927","895,953","874,018","851,960","830,077","810,958","799,582","786,051","782,584","761,740","741,967","713,786","689,106"
Veracruz,Primaria, PRIVADO,"39,936","41,072","42,218","42,466","42,318","42,351","43,506","44,058","45,336","46,078","47,246","47,783","48,770","51,921","50,833","49,825","49,255","48,460","48,656","48,223","43,187","43,585","46,931","47,489","46,761"
Veracruz,Secundaria, TOTAL,"357,025","365,821","386,624","397,016","406,800","411,452","412,546","409,552","411,546","409,800","407,422","404,777","414,672","431,688","443,013","441,228","426,557","413,959","402,365","388,304","380,577","364,576","363,070","370,457","373,850"
Veracruz,Secundaria, P�BLICO,"337,434","345,612","365,824","375,984","385,940","390,282","391,096","387,797","388,676","387,034","384,374","381,560","390,114","404,647","414,503","412,328","398,514","386,527","375,089","361,386","354,938","339,348","336,876","342,943","345,929"
Veracruz,Secundaria, PRIVADO,"19,591","20,209","20,800","21,032","20,860","21,170","21,450","21,755","22,870","22,766","23,048","23,217","24,558","27,041","28,510","28,900","28,043","27,432","27,276","26,918","25,639","25,228","26,194","27,514","27,921"
Veracruz,Bachillerato, TOTAL,"197,967","210,661","220,174","236,769","244,819","257,973","259,671","262,117","264,127","265,589","265,002","269,323","271,486","313,514","317,733","330,879","344,727","333,271","327,292","315,821","303,192","290,945","299,547","308,721","317,221"
Veracruz,Bachillerato, P�BLICO,"149,778","162,986","172,806","184,872","193,995","205,052","208,763","213,955","218,088","222,749","223,676","228,551","231,421","271,747","276,375","289,206","301,171","289,519","284,723","277,393","270,697","262,889","270,529","279,436","287,185"
Veracruz,Bachillerato, PRIVADO,"48,189","47,675","47,368","51,897","50,824","52,921","50,908","48,162","46,039","42,840","41,326","40,772","40,065","41,767","41,358","41,673","43,556","43,752","42,569","38,428","32,495","28,056","29,018","29,285","30,036"
Yucatan,Preescolar, TOTAL,"62,376","64,467","66,432","71,476","77,832","81,183","83,916","86,411","86,456","83,092","82,859","83,523","84,325","84,408","83,545","83,226","85,224","87,045","86,869","87,957","80,299","78,684","96,893","77,977","77,659"
Yucatan,Preescolar, P�BLICO,"58,165","60,052","61,817","64,198","66,522","68,487","69,443","72,026","72,736","69,935","69,780","70,268","70,800","70,703","69,871","69,121","70,631","71,646","71,047","71,126","70,378","69,252","80,934","63,989","64,654"
Yucatan,Preescolar, PRIVADO,"4,211","4,415","4,615","7,278","11,310","12,696","14,473","14,385","13,720","13,157","13,079","13,255","13,525","13,705","13,674","14,105","14,593","15,399","15,822","16,831","9,921","9,432","15,959","13,988","13,005"
Yucatan,Primaria  , TOTAL,"253,531","253,405","251,642","244,755","239,729","234,593","232,206","235,403","243,166","247,239","248,939","248,244","245,743","240,854","233,672","230,400","227,768","226,619","226,308","229,232","228,631","233,131","228,911","218,826","211,229"
Yucatan,Primaria, P�BLICO,"237,456","236,717","234,657","227,888","223,407","218,074","215,215","217,818","224,758","228,376","229,359","227,958","224,973","220,016","212,702","209,134","205,764","204,037","202,460","203,619","205,867","208,688","202,097","191,708","184,334"
Yucatan,Primaria, PRIVADO,"16,075","16,688","16,985","16,867","16,322","16,519","16,991","17,585","18,408","18,863","19,580","20,286","20,770","20,838","20,970","21,266","22,004","22,582","23,848","25,613","22,764","24,443","26,814","27,118","26,895"
Yucatan,Secundaria, TOTAL,"94,713","97,140","100,237","102,009","102,565","103,913","103,936","104,426","103,325","99,840","97,881","97,645","102,257","106,997","115,651","116,118","114,885","110,148","108,992","107,801","107,505","109,520","106,253","104,189","101,157"
Yucatan,Secundaria, P�BLICO,"87,127","89,470","92,594","94,266","94,782","96,017","96,010","96,251","94,975","91,568","89,648","89,151","93,101","96,972","104,776","104,615","103,572","98,464","97,160","95,353","95,801","97,296","93,309","90,756","87,978"
Yucatan,Secundaria, PRIVADO,"7,586","7,670","7,643","7,743","7,783","7,896","7,926","8,175","8,350","8,272","8,233","8,494","9,156","10,025","10,875","11,503","11,313","11,684","11,832","12,448","11,704","12,224","12,944","13,433","13,179"
Yucatan,Bachillerato, TOTAL,"50,916","54,317","56,873","59,980","60,233","60,907","62,032","61,772","64,007","66,543","68,664","70,029","68,783","78,802","80,729","86,591","90,493","96,073","96,687","95,096","91,187","89,062","92,706","95,273","96,143"
Yucatan,Bachillerato, P�BLICO,"34,109","37,015","38,947","41,275","41,452","42,520","43,893","44,723","47,721","51,313","54,085","55,228","54,326","63,742","66,230","71,460","74,543","78,307","78,051","76,660","75,532","74,604","77,501","79,415","80,096"
Yucatan,Bachillerato, PRIVADO,"16,807","17,302","17,926","18,705","18,781","18,387","18,139","17,049","16,286","15,230","14,579","14,801","14,457","15,060","14,499","15,131","15,950","17,766","18,636","18,436","15,655","14,458","15,205","15,858","16,047"
Zacatecas,Preescolar, TOTAL,"56,993","54,779","58,361","59,883","64,000","64,860","72,030","68,197","65,329","66,905","70,269","72,065","73,002","73,990","75,622","75,806","76,042","75,965","75,456","74,718","73,526","69,950","70,035","68,198","68,337"
Zacatecas,Preescolar, P�BLICO,"55,400","53,148","56,684","58,280","62,126","62,834","69,696","65,794","63,118","64,584","67,902","69,746","70,196","70,962","72,583","72,707","72,845","70,837","69,478","68,735","68,196","65,359","65,110","63,000","63,041"
Zacatecas,Preescolar, PRIVADO,"1,593","1,631","1,677","1,603","1,874","2,026","2,334","2,403","2,211","2,321","2,367","2,319","2,806","3,028","3,039","3,099","3,197","5,128","5,978","5,983","5,330","4,591","4,925","5,198","5,296"
Zacatecas,Primaria  , TOTAL,"214,189","211,321","204,869","200,094","199,044","198,656","198,483","200,942","202,969","204,339","204,562","204,665","204,417","198,352","196,917","196,740","197,912","198,630","198,533","198,266","197,572","194,700","193,349","190,204","188,209"
Zacatecas,Primaria, P�BLICO,"203,287","200,328","194,122","189,610","188,738","188,371","188,230","190,600","192,604","193,986","194,071","194,107","193,721","187,843","186,533","186,469","187,541","188,099","187,880","187,612","187,938","184,393","182,400","179,291","177,324"
Zacatecas,Primaria, PRIVADO,"10,902","10,993","10,747","10,484","10,306","10,285","10,253","10,342","10,365","10,353","10,491","10,558","10,696","10,509","10,384","10,271","10,371","10,531","10,653","10,654","9,634","10,307","10,949","10,913","10,885"
Zacatecas,Secundaria, TOTAL,"79,419","86,413","87,483","88,064","84,638","81,896","81,230","85,509","85,266","84,492","82,536","84,780","87,411","93,589","95,941","95,265","89,599","88,109","88,312","88,143","89,335","87,812","88,046","89,195","89,436"
Zacatecas,Secundaria, P�BLICO,"76,014","82,747","83,864","84,596","81,350","78,837","78,144","82,263","82,012","81,025","78,976","81,091","83,526","89,431","91,525","90,758","85,186","83,692","83,771","83,719","85,279","83,700","83,729","84,536","84,741"
Zacatecas,Secundaria, PRIVADO,"3,405","3,666","3,619","3,468","3,288","3,059","3,086","3,246","3,254","3,467","3,560","3,689","3,885","4,158","4,416","4,507","4,413","4,417","4,541","4,424","4,056","4,112","4,317","4,659","4,695"
Zacatecas,Bachillerato, TOTAL,"31,231","32,263","35,905","39,016","42,943","43,914","44,266","44,752","45,033","46,248","50,911","52,851","54,712","58,856","62,246","64,000","67,805","67,505","66,690","64,430","62,522","60,423","63,358","64,101","64,367"
Zacatecas,Bachillerato, P�BLICO,"28,595","29,611","33,242","36,461","40,262","41,139","41,301","41,862","42,239","43,501","47,861","49,593","51,279","55,417","58,464","59,624","63,472","63,246","62,450","60,519","59,155","57,254","60,320","60,946","61,221"
Zacatecas,Bachillerato, PRIVADO,"2,636","2,652","2,663","2,555","2,681","2,775","2,965","2,890","2,794","2,747","3,050","3,258","3,433","3,439","3,782","4,376","4,333","4,259","4,240","3,911","3,367","3,169","3,038","3,155","3,146"
